# frame,cluster,x0,y0,x1,y1,area,aspectRatio,texture,solidity
29.000000,2.000000,439.000000,466.000000,456.000000,480.000000,117.500000,1.690909,0.289916,0.788591
29.000000,0.000000,195.000000,401.000000,209.000000,454.000000,453.500000,4.063107,0.357143,0.904287
29.000000,2.000000,221.000000,395.000000,238.000000,413.000000,109.500000,1.113636,0.271242,0.601648
29.000000,0.000000,453.000000,390.000000,472.000000,420.000000,300.500000,1.750000,0.205263,0.718041
29.000000,2.000000,361.000000,368.000000,381.000000,393.000000,123.000000,3.801370,0.204000,0.691011
29.000000,4.000000,600.000000,314.000000,633.000000,367.000000,613.500000,3.946541,0.148085,0.917726
29.000000,3.000000,407.000000,307.000000,457.000000,373.000000,1351.500000,1.145981,0.218788,0.587992
29.000000,2.000000,360.000000,294.000000,376.000000,314.000000,109.500000,1.432990,0.071875,0.584000
29.000000,4.000000,288.000000,262.000000,322.000000,301.000000,694.000000,1.165632,0.150075,0.833133
29.000000,2.000000,339.000000,231.000000,365.000000,250.000000,176.500000,1.596774,0.072874,0.577741
29.000000,2.000000,367.000000,224.000000,381.000000,237.000000,109.000000,1.083333,0.258242,0.935622
29.000000,0.000000,281.000000,223.000000,307.000000,253.000000,328.000000,1.160000,0.120513,0.584670
29.000000,4.000000,486.000000,197.000000,526.000000,253.000000,699.500000,1.217877,0.258929,0.560272
29.000000,4.000000,341.000000,114.000000,368.000000,163.000000,666.500000,1.846154,0.133031,0.767415
29.000000,3.000000,520.000000,109.000000,576.000000,165.000000,1283.000000,1.059925,0.228635,0.656434
29.000000,0.000000,499.000000,103.000000,518.000000,135.000000,368.000000,1.722222,0.222039,0.852839
29.000000,1.000000,387.000000,91.000000,421.000000,188.000000,1753.500000,2.851752,0.211037,0.845672
29.000000,2.000000,142.000000,45.000000,157.000000,62.000000,130.000000,1.142857,0.262745,0.714286
29.000000,2.000000,167.000000,32.000000,186.000000,61.000000,126.500000,3.402391,0.241379,0.608173
30.000000,2.000000,439.000000,466.000000,456.000000,480.000000,118.500000,1.230769,0.310924,0.774510
30.000000,0.000000,195.000000,400.000000,209.000000,453.000000,464.500000,4.000000,0.361186,0.904576
30.000000,2.000000,221.000000,395.000000,239.000000,413.000000,115.500000,1.217391,0.234568,0.600000
30.000000,0.000000,453.000000,390.000000,472.000000,420.000000,320.000000,1.611111,0.166667,0.725624
30.000000,2.000000,361.000000,368.000000,381.000000,392.000000,117.500000,4.190476,0.170833,0.727554
30.000000,4.000000,602.000000,313.000000,634.000000,365.000000,591.500000,3.428104,0.150841,0.815862
30.000000,3.000000,408.000000,306.000000,458.000000,374.000000,1382.000000,1.117284,0.219412,0.591104
30.000000,2.000000,361.000000,295.000000,377.000000,314.000000,121.000000,1.336898,0.065789,0.650538
30.000000,4.000000,289.000000,261.000000,322.000000,301.000000,691.000000,1.245763,0.126515,0.822619
30.000000,2.000000,339.000000,231.000000,365.000000,250.000000,177.000000,1.575269,0.040486,0.581281
30.000000,2.000000,366.000000,224.000000,381.000000,235.000000,105.500000,1.400000,0.254545,0.950450
30.000000,0.000000,281.000000,223.000000,308.000000,253.000000,328.000000,1.104247,0.132099,0.576957
30.000000,4.000000,486.000000,197.000000,526.000000,248.000000,736.500000,1.233490,0.286765,0.615545
30.000000,0.000000,341.000000,113.000000,368.000000,163.000000,488.000000,1.984375,0.091852,0.576491
30.000000,3.000000,522.000000,108.000000,575.000000,165.000000,1267.000000,1.033650,0.221450,0.679539
30.000000,0.000000,498.000000,103.000000,517.000000,135.000000,386.000000,1.778146,0.220395,0.887356
30.000000,1.000000,387.000000,90.000000,420.000000,186.000000,1760.500000,2.968750,0.210543,0.860880
30.000000,2.000000,141.000000,44.000000,157.000000,62.000000,130.500000,1.191489,0.260417,0.660759
31.000000,2.000000,439.000000,458.000000,463.000000,480.000000,170.500000,1.335079,0.208333,0.552674
31.000000,0.000000,195.000000,399.000000,209.000000,452.000000,465.000000,4.000000,0.370620,0.883191
31.000000,2.000000,222.000000,395.000000,239.000000,414.000000,114.000000,1.214286,0.272446,0.606383
31.000000,0.000000,452.000000,390.000000,472.000000,420.000000,317.500000,1.737201,0.211667,0.720772
31.000000,2.000000,361.000000,368.000000,381.000000,393.000000,120.000000,4.007247,0.212000,0.705882
31.000000,4.000000,603.000000,312.000000,636.000000,364.000000,592.000000,3.934273,0.170163,0.916409
31.000000,3.000000,408.000000,307.000000,458.000000,372.000000,1345.000000,1.189076,0.222769,0.598576
31.000000,2.000000,359.000000,295.000000,378.000000,315.000000,144.000000,1.043478,0.147368,0.653061
31.000000,4.000000,289.000000,261.000000,322.000000,301.000000,687.500000,1.250996,0.128788,0.804564
31.000000,2.000000,338.000000,232.000000,366.000000,251.000000,184.500000,1.738095,0.052632,0.607908
31.000000,2.000000,366.000000,223.000000,381.000000,235.000000,107.500000,1.500000,0.266667,0.955556
31.000000,0.000000,280.000000,223.000000,307.000000,254.000000,325.500000,1.153846,0.152927,0.568063
31.000000,4.000000,486.000000,197.000000,526.000000,248.000000,752.500000,1.195704,0.274510,0.614286
31.000000,4.000000,341.000000,114.000000,367.000000,163.000000,626.000000,1.983629,0.132653,0.752404
31.000000,3.000000,522.000000,108.000000,574.000000,164.000000,1244.500000,1.030608,0.202266,0.698373
31.000000,0.000000,498.000000,103.000000,518.000000,136.000000,366.500000,1.576803,0.204545,0.825450
31.000000,1.000000,387.000000,88.000000,422.000000,185.000000,1763.500000,2.726081,0.192931,0.831447
31.000000,2.000000,141.000000,45.000000,156.000000,63.000000,133.500000,1.214286,0.240741,0.706349
31.000000,2.000000,167.000000,32.000000,193.000000,62.000000,154.000000,3.339779,0.206410,0.497577
32.000000,2.000000,441.000000,466.000000,458.000000,480.000000,126.500000,1.230769,0.273109,0.840532
32.000000,0.000000,195.000000,398.000000,209.000000,451.000000,465.000000,4.020979,0.334232,0.875706
32.000000,2.000000,222.000000,395.000000,240.000000,414.000000,126.000000,1.261364,0.257310,0.623762
32.000000,0.000000,453.000000,390.000000,473.000000,421.000000,325.000000,1.760234,0.225806,0.719823
32.000000,2.000000,361.000000,368.000000,381.000000,393.000000,120.000000,3.936170,0.196000,0.687679
32.000000,4.000000,606.000000,312.000000,637.000000,362.000000,553.000000,3.807229,0.168387,0.932546
32.000000,3.000000,408.000000,306.000000,459.000000,372.000000,1385.500000,1.093732,0.229352,0.602784
32.000000,2.000000,361.000000,295.000000,377.000000,315.000000,140.500000,1.379310,0.193750,0.685366
32.000000,4.000000,289.000000,260.000000,322.000000,301.000000,695.500000,1.296146,0.135255,0.812026
32.000000,2.000000,338.000000,231.000000,366.000000,250.000000,182.500000,1.674699,0.058271,0.597381
32.000000,0.000000,280.000000,223.000000,307.000000,253.000000,322.000000,1.183223,0.130864,0.580703
32.000000,4.000000,498.000000,196.000000,526.000000,247.000000,644.000000,2.240826,0.297619,0.708471
32.000000,0.000000,341.000000,113.000000,367.000000,162.000000,500.000000,1.964529,0.156201,0.612370
32.000000,3.000000,523.000000,107.000000,574.000000,164.000000,1257.000000,1.027622,0.215342,0.728907
32.000000,0.000000,497.000000,103.000000,517.000000,136.000000,386.500000,1.736677,0.237879,0.857936
32.000000,1.000000,386.000000,87.000000,421.000000,183.000000,1778.000000,2.713565,0.202679,0.840265
32.000000,2.000000,141.000000,45.000000,157.000000,63.000000,133.500000,1.309392,0.274306,0.704485
32.000000,2.000000,167.000000,33.000000,192.000000,62.000000,155.000000,3.214502,0.202759,0.507365
33.000000,2.000000,441.000000,466.000000,457.000000,480.000000,116.500000,1.153846,0.316964,0.820423
33.000000,0.000000,195.000000,397.000000,209.000000,451.000000,471.500000,4.076923,0.349206,0.881308
33.000000,2.000000,222.000000,395.000000,240.000000,414.000000,122.500000,1.315790,0.245614,0.618687
33.000000,0.000000,450.000000,390.000000,473.000000,435.000000,454.500000,2.157205,0.182609,0.640141
33.000000,2.000000,362.000000,369.000000,381.000000,393.000000,122.000000,3.946667,0.206140,0.737160
33.000000,0.000000,607.000000,312.000000,637.000000,359.000000,531.500000,3.777778,0.173050,0.940708
33.000000,3.000000,408.000000,307.000000,458.000000,372.000000,1396.000000,1.161417,0.230769,0.620169
33.000000,2.000000,361.000000,295.000000,377.000000,315.000000,149.500000,1.487805,0.131250,0.749373
33.000000,4.000000,288.000000,262.000000,321.000000,300.000000,682.500000,1.163561,0.131579,0.827273
33.000000,2.000000,338.000000,231.000000,365.000000,250.000000,184.000000,1.696970,0.042885,0.607261
33.000000,0.000000,280.000000,223.000000,307.000000,253.000000,371.000000,1.189055,0.112346,0.672711
33.000000,4.000000,497.000000,197.000000,526.000000,246.000000,673.000000,2.083428,0.289937,0.715957
33.000000,0.000000,341.000000,113.000000,367.000000,159.000000,500.500000,1.990783,0.165552,0.644559
33.000000,3.000000,526.000000,106.000000,574.000000,163.000000,1237.000000,1.034625,0.215643,0.749924
33.000000,0.000000,497.000000,103.000000,517.000000,135.000000,375.500000,1.697987,0.229687,0.852440
33.000000,1.000000,386.000000,86.000000,421.000000,181.000000,1743.500000,2.635910,0.190677,0.839836
33.000000,2.000000,141.000000,45.000000,157.000000,63.000000,132.000000,1.324022,0.229167,0.700265
34.000000,2.000000,439.000000,458.000000,461.000000,480.000000,201.000000,1.211009,0.216942,0.644231
34.000000,0.000000,195.000000,397.000000,208.000000,450.000000,472.500000,4.333333,0.345428,0.916586
34.000000,2.000000,222.000000,395.000000,240.000000,414.000000,125.000000,1.287356,0.245614,0.615764
34.000000,0.000000,451.000000,390.000000,473.000000,435.000000,475.500000,2.153605,0.166667,0.679771
34.000000,2.000000,361.000000,368.000000,381.000000,393.000000,138.500000,3.881119,0.218000,0.758904
34.000000,0.000000,608.000000,309.000000,639.000000,357.000000,525.000000,3.912500,0.175403,0.939177
34.000000,3.000000,406.000000,306.000000,458.000000,373.000000,1378.000000,1.085784,0.214696,0.592561
34.000000,2.000000,360.000000,295.000000,374.000000,314.000000,112.500000,1.619632,0.146617,0.690184
34.000000,4.000000,288.000000,261.000000,321.000000,300.000000,664.500000,1.286259,0.139083,0.815337
34.000000,2.000000,338.000000,231.000000,365.000000,250.000000,184.500000,1.652174,0.060429,0.604918
34.000000,0.000000,280.000000,223.000000,306.000000,253.000000,362.500000,1.160000,0.152564,0.668203
34.000000,4.000000,497.000000,196.000000,526.000000,247.000000,650.500000,2.060606,0.301555,0.668895
34.000000,4.000000,341.000000,113.000000,367.000000,161.000000,635.000000,1.916201,0.169071,0.786865
34.000000,3.000000,529.000000,105.000000,573.000000,163.000000,1190.000000,1.084034,0.199451,0.749842
34.000000,0.000000,498.000000,104.000000,518.000000,136.000000,361.500000,1.631579,0.198437,0.808725
34.000000,1.000000,385.000000,85.000000,421.000000,179.000000,1754.500000,2.649350,0.174645,0.839675
34.000000,2.000000,142.000000,46.000000,157.000000,64.000000,123.500000,1.485915,0.251852,0.713873
35.000000,2.000000,439.000000,466.000000,457.000000,480.000000,129.000000,1.633027,0.293651,0.791411
35.000000,0.000000,195.000000,396.000000,209.000000,450.000000,478.500000,4.076923,0.332011,0.871585
35.000000,2.000000,222.000000,395.000000,239.000000,414.000000,110.000000,1.218487,0.272446,0.562660
35.000000,0.000000,450.000000,390.000000,472.000000,435.000000,451.000000,2.203704,0.208081,0.641993
35.000000,2.000000,361.000000,368.000000,381.000000,393.000000,122.500000,4.352942,0.182000,0.737952
35.000000,0.000000,611.000000,306.000000,640.000000,354.000000,511.500000,4.000000,0.213362,0.937672
35.000000,3.000000,407.000000,306.000000,458.000000,373.000000,1394.000000,1.138081,0.239391,0.605824
35.000000,2.000000,360.000000,295.000000,374.000000,314.000000,114.500000,1.597484,0.033835,0.698171
35.000000,4.000000,288.000000,260.000000,322.000000,300.000000,689.500000,1.305284,0.132353,0.807377
35.000000,2.000000,339.000000,231.000000,365.000000,250.000000,182.500000,1.625000,0.040486,0.612416
35.000000,0.000000,280.000000,223.000000,308.000000,253.000000,377.000000,1.208817,0.139286,0.659668
35.000000,2.000000,367.000000,217.000000,382.000000,234.000000,115.000000,2.137931,0.262745,0.851852
35.000000,4.000000,497.000000,197.000000,528.000000,248.000000,664.000000,2.081905,0.297913,0.649389
35.000000,4.000000,341.000000,114.000000,368.000000,163.000000,653.000000,1.949416,0.114890,0.770956
35.000000,3.000000,530.000000,105.000000,573.000000,162.000000,1182.000000,1.092194,0.200734,0.752148
35.000000,0.000000,498.000000,104.000000,518.000000,136.000000,379.000000,1.631579,0.201563,0.857466
35.000000,1.000000,384.000000,85.000000,420.000000,178.000000,1760.000000,2.639344,0.189964,0.857491
35.000000,2.000000,143.000000,46.000000,158.000000,63.000000,122.000000,1.142857,0.247059,0.685393
36.000000,2.000000,439.000000,465.000000,457.000000,480.000000,131.500000,1.714286,0.281481,0.804281
36.000000,2.000000,449.000000,423.000000,464.000000,435.000000,119.000000,1.272727,0.272222,0.926070
36.000000,2.000000,453.000000,400.000000,472.000000,421.000000,245.000000,1.007752,0.263158,0.899083
36.000000,0.000000,195.000000,395.000000,209.000000,450.000000,495.500000,4.153846,0.323377,0.878546
36.000000,2.000000,361.000000,368.000000,381.000000,393.000000,122.500000,4.027778,0.210000,0.729167
36.000000,3.000000,407.000000,307.000000,458.000000,373.000000,1418.000000,1.117839,0.243910,0.614518
36.000000,0.000000,612.000000,305.000000,640.000000,353.000000,476.500000,4.059259,0.209821,0.928850
36.000000,2.000000,358.000000,295.000000,374.000000,314.000000,130.000000,1.431694,0.207237,0.724234
36.000000,4.000000,288.000000,261.000000,322.000000,300.000000,701.500000,1.269777,0.130468,0.818553
36.000000,2.000000,339.000000,230.000000,366.000000,250.000000,184.000000,1.547169,0.055556,0.583201
36.000000,0.000000,280.000000,215.000000,307.000000,253.000000,376.000000,1.518519,0.138402,0.558692
36.000000,4.000000,486.000000,196.000000,529.000000,248.000000,778.000000,1.518945,0.259839,0.592762
36.000000,4.000000,342.000000,114.000000,368.000000,163.000000,651.000000,1.920000,0.131868,0.779174
36.000000,3.000000,531.000000,104.000000,573.000000,162.000000,1173.500000,1.105362,0.213465,0.749601
36.000000,0.000000,499.000000,104.000000,518.000000,137.000000,391.000000,1.777778,0.196172,0.872768
36.000000,1.000000,383.000000,84.000000,420.000000,177.000000,1772.500000,2.663278,0.194420,0.861064
36.000000,2.000000,142.000000,46.000000,158.000000,64.000000,137.500000,1.309524,0.225694,0.727513
37.000000,2.000000,438.000000,466.000000,457.000000,480.000000,131.500000,1.714286,0.281955,0.809231
37.000000,2.000000,450.000000,423.000000,464.000000,435.000000,107.500000,1.181818,0.136905,0.955556
37.000000,2.000000,222.000000,396.000000,239.000000,414.000000,113.000000,1.238095,0.274510,0.601064
37.000000,0.000000,195.000000,395.000000,208.000000,449.000000,496.000000,4.416667,0.314815,0.915129
37.000000,0.000000,452.000000,389.000000,471.000000,420.000000,324.500000,1.802521,0.205433,0.730856
37.000000,2.000000,361.000000,368.000000,381.000000,393.000000,121.000000,3.946667,0.184000,0.689459
37.000000,3.000000,408.000000,307.000000,458.000000,373.000000,1385.500000,1.185039,0.226667,0.596941
37.000000,0.000000,613.000000,305.000000,640.000000,351.000000,454.000000,3.740157,0.226248,0.935118
37.000000,2.000000,359.000000,295.000000,374.000000,315.000000,130.000000,1.377358,0.223333,0.710383
37.000000,4.000000,289.000000,261.000000,323.000000,300.000000,693.500000,1.274336,0.110860,0.806864
37.000000,2.000000,339.000000,231.000000,366.000000,251.000000,189.000000,1.611765,0.042593,0.604800
37.000000,0.000000,281.000000,223.000000,307.000000,253.000000,364.000000,1.160000,0.143590,0.663628
37.000000,4.000000,486.000000,197.000000,526.000000,247.000000,706.000000,1.488786,0.279500,0.586866
37.000000,4.000000,342.000000,113.000000,368.000000,163.000000,667.000000,1.994413,0.146923,0.798802
37.000000,0.000000,498.000000,103.000000,518.000000,137.000000,392.000000,1.777385,0.214706,0.862486
37.000000,3.000000,533.000000,102.000000,573.000000,162.000000,1154.000000,1.519296,0.202083,0.754248
37.000000,1.000000,381.000000,83.000000,420.000000,176.000000,1755.500000,2.592000,0.188861,0.853842
37.000000,2.000000,142.000000,46.000000,158.000000,64.000000,141.000000,1.294118,0.239583,0.758065
37.000000,2.000000,202.000000,0.000000,223.000000,15.000000,106.000000,1.343750,0.352381,0.528678
38.000000,2.000000,436.000000,458.000000,461.000000,480.000000,217.000000,1.294445,0.229091,0.630814
38.000000,2.000000,222.000000,396.000000,240.000000,414.000000,126.000000,1.184615,0.253086,0.644501
38.000000,0.000000,195.000000,395.000000,209.000000,449.000000,485.000000,4.076923,0.322751,0.859167
38.000000,0.000000,453.000000,390.000000,473.000000,420.000000,340.500000,1.626911,0.185000,0.768623
38.000000,3.000000,408.000000,307.000000,459.000000,373.000000,1383.000000,1.182953,0.218063,0.598961
38.000000,0.000000,615.000000,305.000000,640.000000,349.000000,417.000000,3.434782,0.219091,0.931844
38.000000,2.000000,361.000000,295.000000,374.000000,315.000000,119.000000,1.536232,0.234615,0.681948
38.000000,4.000000,289.000000,262.000000,323.000000,300.000000,693.000000,1.243644,0.143963,0.819633
38.000000,2.000000,339.000000,231.000000,366.000000,251.000000,181.000000,1.576471,0.090741,0.600332
38.000000,0.000000,281.000000,222.000000,308.000000,253.000000,327.500000,1.220264,0.146953,0.565142
38.000000,2.000000,367.000000,214.000000,384.000000,234.000000,100.500000,2.414894,0.150000,0.607251
38.000000,4.000000,486.000000,197.000000,526.000000,247.000000,717.500000,1.496013,0.280000,0.627185
38.000000,0.000000,341.000000,113.000000,368.000000,161.000000,521.000000,1.923077,0.128858,0.639264
38.000000,0.000000,498.000000,104.000000,518.000000,137.000000,377.500000,1.684211,0.175758,0.807487
38.000000,3.000000,535.000000,100.000000,573.000000,161.000000,1124.500000,1.631206,0.202330,0.761598
38.000000,1.000000,380.000000,82.000000,420.000000,171.000000,1728.000000,2.521595,0.185955,0.856293
38.000000,2.000000,141.000000,46.000000,157.000000,64.000000,136.000000,1.381818,0.256944,0.727273
38.000000,2.000000,167.000000,31.000000,186.000000,63.000000,121.000000,4.008231,0.240132,0.566745
39.000000,2.000000,439.000000,466.000000,457.000000,480.000000,126.500000,1.623932,0.285714,0.810897
39.000000,2.000000,451.000000,424.000000,464.000000,435.000000,102.000000,1.200000,0.097902,0.940092
39.000000,2.000000,223.000000,396.000000,241.000000,414.000000,120.000000,1.220690,0.253086,0.625000
39.000000,0.000000,193.000000,395.000000,209.000000,449.000000,499.000000,3.533333,0.315972,0.828216
39.000000,0.000000,453.000000,389.000000,473.000000,420.000000,325.500000,1.684039,0.175806,0.716960
39.000000,2.000000,353.000000,365.000000,381.000000,393.000000,178.500000,3.902174,0.227041,0.635231
39.000000,0.000000,617.000000,307.000000,640.000000,346.000000,369.000000,3.257576,0.206243,0.947368
39.000000,3.000000,408.000000,307.000000,460.000000,372.000000,1385.000000,1.050911,0.230178,0.611074
39.000000,2.000000,361.000000,293.000000,375.000000,314.000000,123.000000,1.538461,0.139456,0.652520
39.000000,4.000000,289.000000,261.000000,322.000000,300.000000,683.500000,1.265217,0.144522,0.828485
39.000000,2.000000,339.000000,231.000000,366.000000,250.000000,184.000000,1.631868,0.066277,0.606260
39.000000,0.000000,282.000000,222.000000,307.000000,253.000000,315.500000,1.250000,0.154839,0.579431
39.000000,4.000000,486.000000,196.000000,529.000000,248.000000,754.000000,1.530334,0.266547,0.582689
39.000000,4.000000,341.000000,113.000000,367.000000,162.000000,650.000000,1.911392,0.125589,0.779376
39.000000,0.000000,498.000000,103.000000,517.000000,136.000000,378.500000,1.777778,0.178628,0.834620
39.000000,3.000000,536.000000,98.000000,574.000000,160.000000,1114.000000,1.713671,0.200340,0.756023
39.000000,1.000000,377.000000,81.000000,420.000000,169.000000,1762.500000,2.487523,0.178383,0.854131
39.000000,2.000000,141.000000,46.000000,157.000000,64.000000,134.500000,1.381818,0.225694,0.730978
39.000000,2.000000,488.000000,37.000000,504.000000,52.000000,103.000000,1.303030,0.254167,0.675410
39.000000,2.000000,167.000000,33.000000,185.000000,63.000000,129.500000,3.836283,0.220370,0.649123
40.000000,2.000000,442.000000,458.000000,462.000000,480.000000,206.000000,1.358663,0.209091,0.697124
40.000000,2.000000,224.000000,396.000000,241.000000,415.000000,114.500000,1.315790,0.241486,0.594805
40.000000,0.000000,193.000000,394.000000,209.000000,449.000000,508.000000,3.600000,0.322727,0.850209
40.000000,0.000000,453.000000,390.000000,473.000000,420.000000,312.000000,1.706948,0.210000,0.708286
40.000000,3.000000,405.000000,307.000000,460.000000,373.000000,1408.000000,1.023594,0.219835,0.599149
40.000000,0.000000,618.000000,306.000000,640.000000,345.000000,344.500000,3.166666,0.192308,0.929825
40.000000,2.000000,361.000000,293.000000,374.000000,314.000000,119.000000,1.666667,0.135531,0.623037
40.000000,2.000000,463.000000,261.000000,483.000000,274.000000,100.500000,2.172414,0.211538,0.661184
40.000000,4.000000,289.000000,261.000000,323.000000,301.000000,692.000000,1.326633,0.132353,0.832732
40.000000,2.000000,338.000000,231.000000,366.000000,250.000000,185.000000,1.647059,0.073308,0.596774
40.000000,0.000000,282.000000,223.000000,308.000000,253.000000,321.000000,1.238342,0.153846,0.588991
40.000000,4.000000,499.000000,196.000000,526.000000,248.000000,668.500000,2.265808,0.306980,0.702575
40.000000,0.000000,341.000000,113.000000,367.000000,163.000000,523.000000,1.960000,0.152308,0.628606
40.000000,0.000000,498.000000,103.000000,517.000000,137.000000,374.500000,1.833333,0.168731,0.816794
40.000000,3.000000,537.000000,97.000000,575.000000,159.000000,1082.500000,1.779051,0.205008,0.757523
40.000000,1.000000,377.000000,80.000000,419.000000,167.000000,1738.000000,2.692857,0.184182,0.847805
40.000000,2.000000,141.000000,46.000000,157.000000,64.000000,135.500000,1.475000,0.277778,0.748619
40.000000,2.000000,167.000000,31.000000,184.000000,62.000000,120.500000,3.894736,0.233397,0.625974
41.000000,2.000000,441.000000,466.000000,458.000000,480.000000,121.000000,1.230769,0.302521,0.803987
41.000000,2.000000,223.000000,396.000000,241.000000,414.000000,117.500000,1.175572,0.256173,0.591940
41.000000,0.000000,192.000000,394.000000,209.000000,448.000000,490.000000,3.328125,0.290850,0.820771
41.000000,0.000000,454.000000,390.000000,473.000000,420.000000,323.000000,1.611111,0.212281,0.733258
41.000000,2.000000,356.000000,365.000000,381.000000,393.000000,180.500000,4.228069,0.198571,0.723447
41.000000,0.000000,619.000000,306.000000,640.000000,343.000000,315.000000,3.177419,0.191763,0.944528
41.000000,3.000000,404.000000,306.000000,459.000000,372.000000,1406.500000,1.017241,0.218733,0.572679
41.000000,2.000000,361.000000,292.000000,374.000000,314.000000,120.500000,1.875000,0.136364,0.625974
41.000000,4.000000,289.000000,262.000000,322.000000,300.000000,672.500000,1.255708,0.149920,0.841151
41.000000,2.000000,464.000000,261.000000,481.000000,272.000000,111.500000,1.600000,0.213904,0.871094
41.000000,2.000000,338.000000,231.000000,365.000000,250.000000,189.000000,1.630435,0.040936,0.609677
41.000000,0.000000,281.000000,223.000000,307.000000,253.000000,305.500000,1.234483,0.144872,0.561065
41.000000,4.000000,497.000000,196.000000,526.000000,248.000000,685.000000,2.197964,0.295756,0.697911
41.000000,0.000000,341.000000,113.000000,367.000000,162.000000,516.500000,1.920000,0.135793,0.633742
41.000000,0.000000,498.000000,104.000000,518.000000,137.000000,387.000000,1.625378,0.178788,0.839479
41.000000,3.000000,539.000000,95.000000,577.000000,158.000000,1083.500000,1.890000,0.221805,0.756634
41.000000,1.000000,375.000000,79.000000,419.000000,166.000000,1768.000000,2.408484,0.184169,0.854726
41.000000,2.000000,142.000000,46.000000,157.000000,64.000000,124.500000,1.500000,0.211111,0.736686
42.000000,2.000000,441.000000,466.000000,458.000000,480.000000,131.500000,1.230769,0.193277,0.853896
42.000000,2.000000,454.000000,400.000000,473.000000,420.000000,252.500000,1.067901,0.244737,0.916515
42.000000,2.000000,223.000000,396.000000,240.000000,414.000000,112.500000,1.173913,0.267974,0.604839
42.000000,0.000000,192.000000,393.000000,209.000000,448.000000,500.000000,3.375000,0.309091,0.834028
42.000000,0.000000,620.000000,306.000000,640.000000,341.000000,293.500000,3.014184,0.241429,0.945250
42.000000,3.000000,407.000000,306.000000,459.000000,362.000000,1252.500000,1.078368,0.229739,0.614422
42.000000,2.000000,359.000000,292.000000,374.000000,314.000000,143.500000,1.685567,0.130303,0.649321
42.000000,4.000000,289.000000,261.000000,322.000000,300.000000,694.000000,1.279070,0.159285,0.863184
42.000000,2.000000,465.000000,259.000000,481.000000,273.000000,126.000000,1.545454,0.299107,0.828947
42.000000,2.000000,338.000000,231.000000,365.000000,249.000000,187.000000,1.679012,0.086420,0.633898
42.000000,0.000000,281.000000,222.000000,307.000000,253.000000,314.500000,1.200000,0.157568,0.562109
42.000000,4.000000,498.000000,196.000000,526.000000,248.000000,697.000000,2.179641,0.300824,0.721159
42.000000,4.000000,342.000000,113.000000,368.000000,161.000000,605.500000,1.960000,0.133814,0.761157
42.000000,0.000000,498.000000,104.000000,518.000000,137.000000,372.000000,1.684211,0.159091,0.807818
42.000000,3.000000,542.000000,92.000000,579.000000,158.000000,1061.000000,2.120069,0.206798,0.740146
42.000000,1.000000,374.000000,78.000000,418.000000,165.000000,1762.000000,2.710526,0.183386,0.864361
42.000000,2.000000,142.000000,47.000000,158.000000,65.000000,130.500000,1.552631,0.232639,0.737288
43.000000,2.000000,439.000000,466.000000,457.000000,480.000000,133.000000,1.307692,0.238095,0.736842
43.000000,2.000000,222.000000,396.000000,240.000000,414.000000,125.000000,1.263158,0.259259,0.645995
43.000000,0.000000,193.000000,393.000000,209.000000,447.000000,489.500000,3.601227,0.322917,0.842513
43.000000,0.000000,453.000000,389.000000,472.000000,420.000000,332.000000,1.704679,0.176570,0.743561
43.000000,2.000000,357.000000,362.000000,381.000000,393.000000,168.500000,4.190476,0.212366,0.668651
43.000000,2.000000,622.000000,306.000000,640.000000,339.000000,253.500000,2.863636,0.222222,0.937153
43.000000,3.000000,408.000000,306.000000,459.000000,373.000000,1356.000000,1.208548,0.237635,0.576776
43.000000,2.000000,350.000000,290.000000,374.000000,314.000000,165.500000,2.019231,0.144097,0.522907
43.000000,4.000000,289.000000,261.000000,322.000000,300.000000,656.500000,1.316279,0.148407,0.821652
43.000000,2.000000,338.000000,231.000000,365.000000,250.000000,191.000000,1.613333,0.058480,0.631405
43.000000,0.000000,280.000000,223.000000,308.000000,253.000000,339.000000,1.140127,0.159524,0.583979
43.000000,4.000000,499.000000,196.000000,526.000000,248.000000,691.000000,2.085586,0.300570,0.720167
43.000000,4.000000,342.000000,113.000000,368.000000,163.000000,588.500000,2.031621,0.123077,0.713333
43.000000,0.000000,499.000000,104.000000,518.000000,137.000000,364.000000,1.777778,0.204147,0.807991
43.000000,3.000000,544.000000,90.000000,580.000000,157.000000,1055.500000,2.267135,0.203566,0.750711
43.000000,1.000000,372.000000,78.000000,418.000000,165.000000,1768.000000,2.693548,0.168416,0.857004
43.000000,2.000000,142.000000,46.000000,158.000000,65.000000,137.000000,1.315790,0.220395,0.750685
44.000000,2.000000,438.000000,458.000000,460.000000,480.000000,207.500000,1.275449,0.241736,0.699831
44.000000,2.000000,453.000000,399.000000,473.000000,419.000000,247.000000,1.021506,0.227500,0.901460
44.000000,2.000000,222.000000,396.000000,240.000000,414.000000,117.000000,1.263158,0.271605,0.620690
44.000000,0.000000,193.000000,392.000000,209.000000,447.000000,496.500000,3.707483,0.321591,0.847270
44.000000,2.000000,357.000000,361.000000,381.000000,393.000000,169.000000,4.337749,0.192708,0.676000
44.000000,2.000000,441.000000,357.000000,455.000000,373.000000,103.000000,2.181818,0.267857,0.899563
44.000000,2.000000,623.000000,306.000000,640.000000,337.000000,226.000000,2.655737,0.214421,0.911290
44.000000,3.000000,408.000000,306.000000,459.000000,363.000000,1250.000000,1.080688,0.232886,0.615309
